review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"August 30, 2019",christy mayhew,,The dispensing lever/button was loose causing it to be pushed inside the machine upon use.  Returned.,negative,dispensing lever button loose cause push inside machine upon use return
"October 20, 2013",Joann W. Langley,2,I love my coffee maker.  In other tips I saw where some did not like the way the coffee came out.  Said it was too far back.  Mine never has spilled and there is a little dip with a grate at the bottom in case it should.  I would encourage anyone who asked to feel free to buy it with confidence.,positive,love coffee maker tip saw like way coffee come say far back mine never spill little dip grate bottom case would encourage anyone ask feel free buy confidence
"May 7, 2018",David,,"Works great but it drips when you pull the pot to clean it.  Nothing wrong with the pot, just the overall design.  It’s makes good coffee however.",positive,work great drip pull pot clean nothing wrong pot overall design make good coffee however
"May 30, 2017",Shaun L.,,"Bought this coffee maker for my trailer and it's a perfect fit. Works great, too. Great for one cup at a time. Hamilton Beach is a good brand, thank you!",positive,buy coffee maker trailer perfect fit work great great one cup time hamilton beach good brand thank
"November 13, 2019",MARY MARTIN,,I had the same coffee maker so I ordered this one when my other one died.  I had to return it.  It was so much bigger than my old one.  I took up too much counter space,negative,coffee maker order one one die return much big old one take much counter space
"June 22, 2017",Tommy T,,Re-Furbished - equipment lasted about 6 brews and just stopped working.  Lights went out so it would appear they placed a band-aid on this pot that would eventually tear off and this one lasted 6 weeks.,negative,furbish equipment last brew stop work light go would appear place band aid pot would eventually tear one last week
"November 24, 2018",Erie patterson,,I've had this coffee maker for 4 months and I want to return it but its too late now. The coffee never gets hot enough and it isn't getting the last 2 cups of water to run through. I can't ever seem to get a decent cup of coffee.,negative,coffee maker month want return late coffee never get hot enough get last cup water run ever seem get decent cup coffee
"December 28, 2019",Bunny,,We love the convenience of no carafe.,positive,love convenience carafe
"June 19, 2021",Squidge,,This is quite a coffee maker.  The last one we had lasted 7 years. Great buy.,positive,quite coffee maker last one last year great buy
"September 20, 2017",L.M.,,"Broke so many glass carafes in our household (dishwashing kids are careless) and since I don't care for keurigs, I bought this as a replacement.  Great buy!",positive,break many glass carafe household dishwashing kid careless since care keurigs buy replacement great buy
"March 22, 2014",Bull Moose,,Makes great coffee with normal filters.  Brewing just hot enough by design to keep longer.  Unconventional to set up.  Empty and set up by kitchen sink.  Use smaller mugs so you don't have to drink the coffee so fast.  If you use a big mug and get distracted you will be microwaving.,positive,make great coffee normal filter brew hot enough design keep long unconventional set empty set kitchen sink use small mug drink coffee fast use big mug get distract microwave
"November 20, 2019",Angel,,"I really like this coffee maker and would give it a full 5 star rating, however after using it for awhile it's suddenly not completely brewing all the water through...",positive,really like coffee maker would give full star rating however use awhile suddenly completely brew water
"April 29, 2016",Susan Feigenbaum,,"Honestly, this was one of the best purchases I've made in a long time. Great coffee, no burnt taste, and doesn't go stale as quickly. Also nice to have it waiting for me in the morning.",positive,honestly one best purchase make long time great coffee burnt taste go stale quickly also nice wait morning
"February 26, 2019",Sscull528,,This is the best coffee maker I’ve had thus far!! I love everything about it! You will not be disappointed!,positive,best coffee maker thus far love everything disappoint
"January 21, 2020",Tonya Noga,,Easy to use coffee maker and I absolutely love dispensing my coffee as needed  and the coffee stays hot for hours.,positive,easy use coffee maker absolutely love dispense coffee need coffee stay hot hour
"July 18, 2017",Blue,2,I love this Brewstation it make's great coffee but the unit slides when your cup  is against it so make sure it's against the wall other than that it's a great unit,positive,love brewstation make great coffee unit slide cup make sure wall great unit
"April 27, 2020",heather hathaway,,I just purchased this and have used maybe 3 times and coffee leaks out when you press your cup against the bar.  I have 2 of these previously and never had an issue.  this one however may go back.  very frustrating.,negative,purchase use maybe time coffee leak press cup bar previously never issue one however may go back frustrating
